AGUA Y BEBIDAS SIN ALCOHOL,URUGUAY,JARABES CONCENTRADOS PARA REFRESCOS,15
AGUA Y BEBIDAS SIN ALCOHOL,URUGUAY,AGUA MINERALIZADA GASIFICADA O CON GAS,7
AGUA Y BEBIDAS SIN ALCOHOL,URUGUAY,AGUA DE MESA GASIFICADA O SODA,7
AGUA Y BEBIDAS SIN ALCOHOL,URUGUAY,AGUA MINERAL SIN GASIFICAR,4
AGUA Y BEBIDAS SIN ALCOHOL,URUGUAY,HIELO,3
AGUA Y BEBIDAS SIN ALCOHOL,URUGUAY,AGUA,3
AGUA Y BEBIDAS SIN ALCOHOL,URUGUAY,AGUA MINERALIZADA SIN GASIFICAR,1
AGUA Y BEBIDAS SIN ALCOHOL,URUGUAY,MALTA,1
ALIMENTOS AZUCARADOS,ALEMANIA,PASTA O PURE AZUCARADO,26
ALIMENTOS AZUCARADOS,ALEMANIA,CARAMELOS,20
ALIMENTOS AZUCARADOS,ALEMANIA,MERMELADAS,17
ALIMENTOS AZUCARADOS,ALEMANIA,PRODUCTOS A BASE DE AZUCAR - CONFITURAS I,14
ALIMENTOS AZUCARADOS,ALEMANIA,CARAMELOS DE AGUA,13
ALIMENTOS AZUCARADOS,ALEMANIA,PRODUCTOS A BASE DE AZUCAR - CONFITURAS II,8
ALIMENTOS AZUCARADOS,ALEMANIA,ALIMENTOS AZUCARADOS,6
ALIMENTOS AZUCARADOS,ALEMANIA,BA,4
ALIMENTOS AZUCARADOS,ALEMANIA,PASTA DE ...(MANI-ALMENDRAS-ETC),3
ALIMENTOS AZUCARADOS,ALEMANIA,CARAMELOS DE LECHE,3
ALIMENTOS AZUCARADOS,ALEMANIA,MAZAPAN,2
ALIMENTOS AZUCARADOS,ALEMANIA,GOMAS DE MASCAR O CHICLE,2
ALIMENTOS AZUCARADOS,ALEMANIA,CARAMELOS MASTICABLES,1
ALIMENTOS AZUCARADOS,ALEMANIA,GRAGEA,1
ALIMENTOS AZUCARADOS,ALEMANIA,OTROS PRODUCTOS AZUCARADOS,1
ALIMENTOS AZUCARADOS,ARGENTINA,CARAMELOS,228
ALIMENTOS AZUCARADOS,ARGENTINA,PRODUCTOS A BASE DE AZUCAR - CONFITURAS I,145
ALIMENTOS AZUCARADOS,ARGENTINA,MERMELADAS,113
ALIMENTOS AZUCARADOS,ARGENTINA,GOMAS DE MASCAR O CHICLE,92
ALIMENTOS AZUCARADOS,ARGENTINA,PASTILLAS,77
ALIMENTOS AZUCARADOS,ARGENTINA,TURRONES,47
ALIMENTOS AZUCARADOS,ARGENTINA,BA,35
ALIMENTOS AZUCARADOS,ARGENTINA,AZUCARES,28
ALIMENTOS AZUCARADOS,ARGENTINA,OTROS PRODUCTOS AZUCARADOS,19
ALIMENTOS AZUCARADOS,ARGENTINA,DULCES,18
ALIMENTOS AZUCARADOS,ARGENTINA,ALIMENTOS AZUCARADOS,18
ALIMENTOS AZUCARADOS,ARGENTINA,CARAMELOS DE AGUA,10
ALIMENTOS AZUCARADOS,ARGENTINA,DULCE DE CORTE O DULCE,8
ALIMENTOS AZUCARADOS,ARGENTINA,CARAMELOS MASTICABLES,8
ALIMENTOS AZUCARADOS,ARGENTINA,PRODUCTOS A BASE DE AZUCAR - CONFITURAS II,5
ALIMENTOS AZUCARADOS,ARGENTINA,JALEAS,5
ALIMENTOS AZUCARADOS,ARGENTINA,AZUCAR BLANCO,5
ALIMENTOS AZUCARADOS,ARGENTINA,CARAMELOS DE LECHE,4
ALIMENTOS AZUCARADOS,ARGENTINA,VEGETALES O FRUTAS CONFITADAS,4
ALIMENTOS AZUCARADOS,ARGENTINA,PASTA O PURE AZUCARADO,4
ALIMENTOS AZUCARADOS,ARGENTINA,GARRAPI,4
ALIMENTOS AZUCARADOS,ARGENTINA,TURRON,3
ALIMENTOS AZUCARADOS,ARGENTINA,JARABE DE GLUCOSA,3
ALIMENTOS AZUCARADOS,ARGENTINA,CONFITE,2
ALIMENTOS AZUCARADOS,ARGENTINA,PASTA DE ...(MANI-ALMENDRAS-ETC),2
ALIMENTOS AZUCARADOS,ARGENTINA,PELADILLA,2
ALIMENTOS AZUCARADOS,ARGENTINA,TURRON TIPO ALICANTE,1
ALIMENTOS AZUCARADOS,ARGENTINA,JARABE DE GLUCOSA DESHIDRATADO,1
ALIMENTOS AZUCARADOS,ARGENTINA,JARABE DE GLUCOSA-FRUCTOSA,1
ALIMENTOS AZUCARADOS,ARGENTINA,DULCES EN ALMIBAR,1
ALIMENTOS AZUCARADOS,AUSTRALIA,CARAMELOS MASTICABLES,1
ALIMENTOS AZUCARADOS,BELGICA,PRODUCTOS A BASE DE AZUCAR - CONFITURAS I,7
ALIMENTOS AZUCARADOS,BELGICA,BA,2
ALIMENTOS AZUCARADOS,BELGICA,OTROS PRODUCTOS AZUCARADOS,2
ALIMENTOS AZUCARADOS,BELGICA,MARSHMALLOES,1
ALIMENTOS AZUCARADOS,BRASIL,CARAMELOS,297
ALIMENTOS AZUCARADOS,BRASIL,PRODUCTOS A BASE DE AZUCAR - CONFITURAS I,177
ALIMENTOS AZUCARADOS,BRASIL,GOMAS DE MASCAR O CHICLE,130
ALIMENTOS AZUCARADOS,BRASIL,PASTILLAS,64
ALIMENTOS AZUCARADOS,BRASIL,BA,33
ALIMENTOS AZUCARADOS,BRASIL,CARAMELOS MASTICABLES,29
ALIMENTOS AZUCARADOS,BRASIL,AZUCARES,24
ALIMENTOS AZUCARADOS,BRASIL,ALIMENTOS AZUCARADOS,15
ALIMENTOS AZUCARADOS,BRASIL,AZUCAR BLANCO,13
ALIMENTOS AZUCARADOS,BRASIL,DULCES,12
ALIMENTOS AZUCARADOS,BRASIL,VEGETALES O FRUTAS CONFITADAS,10
ALIMENTOS AZUCARADOS,BRASIL,PASTA O PURE AZUCARADO,7
ALIMENTOS AZUCARADOS,BRASIL,CARAMELOS DE AGUA,7
ALIMENTOS AZUCARADOS,BRASIL,CARAMELOS DE LECHE,6
ALIMENTOS AZUCARADOS,BRASIL,MERMELADAS,6
ALIMENTOS AZUCARADOS,BRASIL,MARSHMALLOES,6
ALIMENTOS AZUCARADOS,BRASIL,PASTA DE ...(MANI-ALMENDRAS-ETC),5
ALIMENTOS AZUCARADOS,BRASIL,PRODUCTOS A BASE DE AZUCAR - CONFITURAS II,4
ALIMENTOS AZUCARADOS,BRASIL,CARAMELOS CROCANTES,4
ALIMENTOS AZUCARADOS,BRASIL,CONFITE,4
ALIMENTOS AZUCARADOS,BRASIL,DULCES EN ALMIBAR,3
ALIMENTOS AZUCARADOS,BRASIL,DEXTRINAS Y MALTODEXTRINAS,2
ALIMENTOS AZUCARADOS,BRASIL,VEGETALES O FRUTAS CONFITADAS EN ALMIBAR,2
ALIMENTOS AZUCARADOS,BRASIL,TABLETA DE DULCE DE LECHE,2
ALIMENTOS AZUCARADOS,BRASIL,GRAGEA,1
ALIMENTOS AZUCARADOS,BRASIL,OTROS PRODUCTOS AZUCARADOS,1
ALIMENTOS AZUCARADOS,BRASIL,DULCE DE CORTE O DULCE,1
ALIMENTOS AZUCARADOS,BRASIL,AZUCAR,1
ALIMENTOS AZUCARADOS,CANADA,DULCES,2
ALIMENTOS AZUCARADOS,CANADA,GOMAS DE MASCAR O CHICLE,1
ALIMENTOS AZUCARADOS,CHILE,PRODUCTOS A BASE DE AZUCAR - CONFITURAS I,44
ALIMENTOS AZUCARADOS,CHILE,CARAMELOS,24
ALIMENTOS AZUCARADOS,CHILE,GOMAS DE MASCAR O CHICLE,12
ALIMENTOS AZUCARADOS,CHILE,VEGETALES O FRUTAS CONFITADAS,10
ALIMENTOS AZUCARADOS,CHILE,CARAMELOS DE AGUA,6
ALIMENTOS AZUCARADOS,CHILE,BA,5
ALIMENTOS AZUCARADOS,CHILE,ALIMENTOS AZUCARADOS,5
ALIMENTOS AZUCARADOS,CHILE,PASTILLAS,5
ALIMENTOS AZUCARADOS,CHILE,MARSHMALLOES,1
ALIMENTOS AZUCARADOS,CHILE,VEGETALES O FRUTAS CONFITADAS EN ALMIBAR,1
ALIMENTOS AZUCARADOS,CHINA POPULAR,CARAMELOS,50
ALIMENTOS AZUCARADOS,CHINA POPULAR,GOMAS DE MASCAR O CHICLE,26
ALIMENTOS AZUCARADOS,CHINA POPULAR,PRODUCTOS A BASE DE AZUCAR - CONFITURAS I,25
ALIMENTOS AZUCARADOS,CHINA POPULAR,ALIMENTOS AZUCARADOS,6
ALIMENTOS AZUCARADOS,CHINA POPULAR,OTROS PRODUCTOS AZUCARADOS,5
ALIMENTOS AZUCARADOS,CHINA POPULAR,MARSHMALLOES,3
ALIMENTOS AZUCARADOS,CHINA POPULAR,CARAMELOS DE AGUA,3
ALIMENTOS AZUCARADOS,CHINA POPULAR,AZUCAR,1
ALIMENTOS AZUCARADOS,COLOMBIA,CARAMELOS,18
ALIMENTOS AZUCARADOS,COLOMBIA,GOMAS DE MASCAR O CHICLE,8
ALIMENTOS AZUCARADOS,COLOMBIA,CARAMELOS DE AGUA,8
ALIMENTOS AZUCARADOS,COLOMBIA,PRODUCTOS A BASE DE AZUCAR - CONFITURAS I,4
ALIMENTOS AZUCARADOS,COLOMBIA,AZUCAR CRUDO O MORENA,1
ALIMENTOS AZUCARADOS,COLOMBIA,AZUCAR BLANCO,1
ALIMENTOS AZUCARADOS,COSTA RICA,PRODUCTOS A BASE DE AZUCAR - CONFITURAS I,2
ALIMENTOS AZUCARADOS,ECUADOR,PASTILLAS,11
ALIMENTOS AZUCARADOS,ECUADOR,GOMAS DE MASCAR O CHICLE,11
ALIMENTOS AZUCARADOS,ECUADOR,CARAMELOS,2
ALIMENTOS AZUCARADOS,EGIPTO,PRODUCTOS A BASE DE AZUCAR - CONFITURAS I,1
ALIMENTOS AZUCARADOS,ESPAÑA,CARAMELOS,116
ALIMENTOS AZUCARADOS,ESPAÑA,TURRONES,49
ALIMENTOS AZUCARADOS,ESPAÑA,PRODUCTOS A BASE DE AZUCAR - CONFITURAS I,47
ALIMENTOS AZUCARADOS,ESPAÑA,GOMAS DE MASCAR O CHICLE,9
ALIMENTOS AZUCARADOS,ESPAÑA,CARAMELOS MASTICABLES,7
ALIMENTOS AZUCARADOS,ESPAÑA,PASTILLAS,7
ALIMENTOS AZUCARADOS,ESPAÑA,MERMELADAS,5
ALIMENTOS AZUCARADOS,ESPAÑA,PASTA DE ...(MANI-ALMENDRAS-ETC),5
ALIMENTOS AZUCARADOS,ESPAÑA,MARSHMALLOES,4
ALIMENTOS AZUCARADOS,ESPAÑA,VEGETALES O FRUTAS CONFITADAS,4
ALIMENTOS AZUCARADOS,ESPAÑA,TURRON,3
ALIMENTOS AZUCARADOS,ESPAÑA,ALIMENTOS AZUCARADOS,3
ALIMENTOS AZUCARADOS,ESPAÑA,PRODUCTOS A BASE DE AZUCAR - CONFITURAS II,2
ALIMENTOS AZUCARADOS,ESPAÑA,CARAMELOS DE AGUA,2
ALIMENTOS AZUCARADOS,ESPAÑA,TURRON TIPO ALICANTE,1
ALIMENTOS AZUCARADOS,ESPAÑA,MIEL Y PRODUCTOS RELACIONADOS,1
ALIMENTOS AZUCARADOS,ESTADOS UNIDOS DE NORTE AMERICA,PRODUCTOS A BASE DE AZUCAR - CONFITURAS I,13
ALIMENTOS AZUCARADOS,ESTADOS UNIDOS DE NORTE AMERICA,CARAMELOS,11
ALIMENTOS AZUCARADOS,ESTADOS UNIDOS DE NORTE AMERICA,JARABE O ALMIBAR,10
ALIMENTOS AZUCARADOS,ESTADOS UNIDOS DE NORTE AMERICA,ALIMENTOS AZUCARADOS,9
ALIMENTOS AZUCARADOS,ESTADOS UNIDOS DE NORTE AMERICA,BA,4
ALIMENTOS AZUCARADOS,ESTADOS UNIDOS DE NORTE AMERICA,DULCE DE CORTE O DULCE,3
ALIMENTOS AZUCARADOS,ESTADOS UNIDOS DE NORTE AMERICA,VEGETALES O FRUTAS CONFITADAS,2
ALIMENTOS AZUCARADOS,ESTADOS UNIDOS DE NORTE AMERICA,OTROS PRODUCTOS AZUCARADOS,2
ALIMENTOS AZUCARADOS,ESTADOS UNIDOS DE NORTE AMERICA,GOMAS DE MASCAR O CHICLE,2
ALIMENTOS AZUCARADOS,ESTADOS UNIDOS DE NORTE AMERICA,AZUCARES,1
ALIMENTOS AZUCARADOS,FRANCIA,PASTA O PURE AZUCARADO,47
ALIMENTOS AZUCARADOS,FRANCIA,PASTILLAS,15
ALIMENTOS AZUCARADOS,FRANCIA,DULCES,9
ALIMENTOS AZUCARADOS,FRANCIA,PRODUCTOS A BASE DE AZUCAR - CONFITURAS I,5
ALIMENTOS AZUCARADOS,FRANCIA,ALIMENTOS AZUCARADOS,3
ALIMENTOS AZUCARADOS,FRANCIA,JALEAS,2
ALIMENTOS AZUCARADOS,FRANCIA,JARABE O ALMIBAR,1
ALIMENTOS AZUCARADOS,FRANCIA,CARAMELOS,1
ALIMENTOS AZUCARADOS,FRANCIA,MIEL,1
ALIMENTOS AZUCARADOS,GRECIA,OTROS PRODUCTOS AZUCARADOS,1
ALIMENTOS AZUCARADOS,GUATEMALA,PRODUCTOS A BASE DE AZUCAR - CONFITURAS I,11
ALIMENTOS AZUCARADOS,GUATEMALA,MARSHMALLOES,7
ALIMENTOS AZUCARADOS,GUATEMALA,PASTILLAS,5
ALIMENTOS AZUCARADOS,GUATEMALA,CARAMELOS,3
ALIMENTOS AZUCARADOS,GUATEMALA,CARAMELOS MASTICABLES,1
ALIMENTOS AZUCARADOS,HOLANDA,PASTILLAS,1
ALIMENTOS AZUCARADOS,HOLANDA,PRODUCTOS A BASE DE AZUCAR - CONFITURAS I,1
ALIMENTOS AZUCARADOS,HOLANDA,MARSHMALLOES,1
ALIMENTOS AZUCARADOS,HOLANDA,CARAMELOS DE AGUA,1
ALIMENTOS AZUCARADOS,HONG KONG,CARAMELOS DE AGUA,1
ALIMENTOS AZUCARADOS,INDONESIA,PRODUCTOS A BASE DE AZUCAR - CONFITURAS I,7
ALIMENTOS AZUCARADOS,INDONESIA,PRODUCTOS A BASE DE AZUCAR - CONFITURAS II,1
ALIMENTOS AZUCARADOS,INDONESIA,OTROS PRODUCTOS AZUCARADOS,1
